record_id;wearlog_type;wearlog_event;wearlog_off;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;startdate;enddate;wear_log_complete
223;;;;;;;;;;;;;;;;;;;;;;;
223;0;1;;30.10.2023 11:34;;;;;;;;;;;;;;;;;30.10.2023 11:34;30.10.2023 11:34;0
223;0;2;;;30.10.2023 22:40;;;;;;;;;;;;;;;;30.10.2023 22:39;30.10.2023 22:39;0
223;0;1;;31.10.2023 09:33;;;;;;;;;;;;;;;;;31.10.2023 09:39;31.10.2023 09:39;0
223;0;0;31.10.2023 11:47;;;;1;;0;;;;;;;;;;;;31.10.2023 11:47;31.10.2023 11:47;0
223;0;1;;31.10.2023 12:09;;;;;;;;;;;;;;;;;31.10.2023 12:09;31.10.2023 12:09;0
223;0;0;31.10.2023 22:54;;;;1;;0;;;;;;;;;;;;31.10.2023 22:54;31.10.2023 22:55;0
223;0;1;;01.11.2023 03:14;;;;;;;;;;;;;;;;;01.11.2023 03:14;01.11.2023 03:14;0
223;0;2;;;01.11.2023 04:03;;;;;;;;;;;;;;;;01.11.2023 04:03;01.11.2023 04:03;0
223;0;1;;01.11.2023 11:00;;;;;;;;;;;;;;;;;01.11.2023 11:00;01.11.2023 11:01;0
223;0;0;01.11.2023 14:23;;;;1;;0;;;;;;;;;;;;01.11.2023 14:23;01.11.2023 14:24;0
223;0;1;;01.11.2023 14:42;;;;;;;;;;;;;;;;;01.11.2023 14:42;01.11.2023 14:42;0
223;0;2;;;02.11.2023 01:22;;;;;;;;;;;;;;;;02.11.2023 01:22;02.11.2023 01:22;0
223;0;1;;02.11.2023 07:06;;;;;;;;;;;;;;;;;02.11.2023 07:06;02.11.2023 07:06;0
223;0;0;02.11.2023 21:31;;;;1;;1;;;;;;;;;;;;02.11.2023 21:31;02.11.2023 21:31;0
223;0;1;;02.11.2023 23:56;;;;;;;;;;;;;;;;;02.11.2023 23:56;02.11.2023 23:56;0
223;0;2;;;03.11.2023 02:34;;;;;;;;;;;;;;;;03.11.2023 02:34;03.11.2023 02:34;0
223;0;1;;03.11.2023 09:23;;;;;;;;;;;;;;;;;03.11.2023 09:23;03.11.2023 09:23;0
223;0;2;;;04.11.2023 01:55;;;;;;;;;;;;;;;;04.11.2023 01:55;04.11.2023 01:55;0
223;0;1;;04.11.2023 10:25;;;;;;;;;;;;;;;;;04.11.2023 10:25;04.11.2023 10:25;0
223;0;0;04.11.2023 14:52;;;;0;In drawer ;0;;;;;;;;;;;;04.11.2023 14:52;04.11.2023 14:59;0
223;0;1;;04.11.2023 15:53;;;;;;;;;;;;;;;;;04.11.2023 15:53;04.11.2023 15:53;0
223;0;2;;;05.11.2023 01:20;;;;;;;;;;;;;;;;05.11.2023 01:20;05.11.2023 01:20;0
223;0;1;;05.11.2023 11:00;;;;;;;;;;;;;;;;;05.11.2023 11:00;05.11.2023 11:00;0
223;0;2;;;06.11.2023 01:45;;;;;;;;;;;;;;;;06.11.2023 01:45;06.11.2023 01:45;0
223;0;1;;06.11.2023 08:00;;;;;;;;;;;;;;;;;06.11.2023 08:00;06.11.2023 08:00;0
