record_id;wearlog_type;wearlog_event;wearlog_off;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;startdate;enddate;wear_log_complete
213;0;1;;11.09.2023 15:06;;;;;;;;;;;;;;;;;, added manually in excel ;;
213;0;2;;;11.09.2023 22:24;;;;;;;;;;;;;;;;11.09.2023 22:24;11.09.2023 22:24;0
213;0;1;;12.09.2023 07:06;;;;;;;;;;;;;;;;;12.09.2023 07:06;12.09.2023 07:07;0
213;0;2;;;12.09.2023 22:32;;;;;;;;;;;;;;;;12.09.2023 22:32;12.09.2023 22:32;0
213;0;1;;13.09.2023 07:32;;;;;;;;;;;;;;;;;13.09.2023 07:32;13.09.2023 07:32;0
213;0;0;13.09.2023 21:04;;;;1;;0;;;;;;;;;;;;13.09.2023 21:04;13.09.2023 21:04;0
213;0;1;;13.09.2023 21:52;;;;;;;;;;;;;;;;;13.09.2023 21:52;13.09.2023 21:52;0
213;0;2;;;13.09.2023 22:03;;;;;;;;;;;;;;;;13.09.2023 22:03;13.09.2023 22:03;0
213;0;1;;14.09.2023 07:40;;;;;;;;;;;;;;;;;14.09.2023 07:41;14.09.2023 07:41;0
213;0;2;;;14.09.2023 22:32;;;;;;;;;;;;;;;;14.09.2023 22:32;14.09.2023 22:32;0
213;0;1;;15.09.2023 08:53;;;;;;;;;;;;;;;;;15.09.2023 08:53;15.09.2023 08:53;0
213;0;2;;;15.09.2023 23:37;;;;;;;;;;;;;;;;15.09.2023 23:37;15.09.2023 23:37;0
213;0;1;;16.09.2023 09:16;;;;;;;;;;;;;;;;;16.09.2023 09:16;16.09.2023 09:16;0
213;0;0;16.09.2023 12:40;;;;1;;0;;;;;;;;;;;;16.09.2023 12:40;16.09.2023 12:40;0
213;0;1;;16.09.2023 14:40;;;;;;;;;;;;;;;;;16.09.2023 14:29;16.09.2023 14:30;0
213;0;2;;;16.09.2023 22:30;;;;;;;;;;;;;;;;16.09.2023 22:39;16.09.2023 22:40;0
213;0;1;;17.09.2023 08:42;;;;;;;;;;;;;;;;;17.09.2023 08:42;17.09.2023 08:43;0
213;0;2;;;17.09.2023 22:21;;;;;;;;;;;;;;;;17.09.2023 22:21;17.09.2023 22:21;0
