record_id;wearlog_type;wearlog_event;wearlog_off;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;startdate;enddate;wear_log_complete
209;0;1;;04.09.2023 14:01;;;;;;;;;;;;;;;;;04.09.2023 14:01;04.09.2023 14:01;0
209;0;2;;;04.09.2023 22:25;;;;;;;;;;;;;;;;04.09.2023 22:25;04.09.2023 22:26;0
209;0;1;;05.09.2023 08:52;;;;;;;;;;;;;;;;;05.09.2023 08:52;05.09.2023 08:53;0
209;0;0;05.09.2023 19:57;;;;1;;0;;;;;;;;;;;;05.09.2023 19:57;05.09.2023 19:58;0
209;0;1;;05.09.2023 21:36;;;;;;;;;;;;;;;;;05.09.2023 21:36;05.09.2023 21:36;0
209;0;2;;;05.09.2023 23:34;;;;;;;;;;;;;;;;05.09.2023 23:34;05.09.2023 23:34;0
209;0;2;;;07.09.2023 00:04;;;;;;;;;;;;;;;;07.09.2023 00:04;07.09.2023 00:05;0
209;0;1;;07.09.2023 10:29;;;;;;;;;;;;;;;;;07.09.2023 10:29;07.09.2023 10:29;0
209;0;0;07.09.2023 11:35;;;;1;;1;;;;;;;;;;;;07.09.2023 11:35;07.09.2023 11:35;0
209;0;1;;07.09.2023 13:12;;;;;;;;;;;;;;;;;07.09.2023 13:12;07.09.2023 13:13;0
209;1;;;;;;;;;1;1;;06.09.2023 09:00;;;;;;;;07.09.2023 14:46;07.09.2023 14:46;0
209;0;2;;;08.09.2023 00:58;;;;;;;;;;;;;;;;08.09.2023 00:58;08.09.2023 00:58;0
209;0;1;;08.09.2023 09:39;;;;;;;;;;;;;;;;;08.09.2023 09:39;08.09.2023 09:40;0
209;1;;;;;;;;;2;1;;;08.09.2023 00:30;;;;;;;08.09.2023 09:40;08.09.2023 09:41;0
209;0;0;08.09.2023 12:50;;;;1;;1;;;;;;;;;;;;08.09.2023 12:50;08.09.2023 12:50;0
209;0;1;;08.09.2023 15:05;;;;;;;;;;;;;;;;;08.09.2023 15:05;08.09.2023 15:06;0
209;0;2;;;09.09.2023 00:19;;;;;;;;;;;;;;;;09.09.2023 00:19;09.09.2023 00:19;0
209;0;1;;09.09.2023 09:14;;;;;;;;;;;;;;;;;09.09.2023 09:35;09.09.2023 09:36;0
209;0;1;;10.09.2023 09:08;;;;;;;;;;;;;;;;;10.09.2023 09:35;10.09.2023 09:35;0
209;1;;;;;;;;;2;0;;;10.09.2023 00:31;;;;;;;10.09.2023 09:35;10.09.2023 09:35;0
209;0;2;;;10.09.2023 23:17;;;;;;;;;;;;;;;;10.09.2023 23:17;10.09.2023 23:18;0
209;0;1;;11.09.2023 07:45;;;;;;;;;;;;;;;;;11.09.2023 07:45;11.09.2023 07:45;0
