record_id;wearlog_type;wearlog_event;wearlog_off;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;startdate;enddate;wear_log_complete
225;;;;;;;;;;;;;;;;;;;;;;;
225;0;1;;30.10.2023 15:05;;;;;;;;;;;;;;;;;30.10.2023 15:05;30.10.2023 15:05;0
225;0;0;30.10.2023 18:47;;;;1;;0;;;;;;;;;;;;30.10.2023 18:48;30.10.2023 18:48;0
225;0;1;;30.10.2023 19:12;;;;;;;;;;;;;;;;;30.10.2023 19:12;30.10.2023 19:12;0
225;0;2;;;30.10.2023 22:14;;;;;;;;;;;;;;;;30.10.2023 22:14;30.10.2023 22:15;0
225;0;1;;31.10.2023 05:17;;;;;;;;;;;;;;;;;31.10.2023 05:17;31.10.2023 05:17;0
225;0;0;31.10.2023 05:42;;;;1;;0;;;;;;;;;;;;31.10.2023 05:42;31.10.2023 05:42;0
225;0;1;;31.10.2023 05:46;;;;;;;;;;;;;;;;;31.10.2023 05:46;31.10.2023 05:47;0
225;1;;;;;;;;;0;1;31.10.2023 10:17;;;;;;0;on a Desk;0;31.10.2023 11:47;31.10.2023 11:48;0
225;1;;;;;;;;;1;1;;31.10.2023 10:48;;;;;;;;31.10.2023 11:48;31.10.2023 11:48;0
225;0;2;;;31.10.2023 22:12;;;;;;;;;;;;;;;;31.10.2023 22:12;31.10.2023 22:12;0
225;0;1;;01.11.2023 06:59;;;;;;;;;;;;;;;;;01.11.2023 06:59;01.11.2023 06:59;0
225;0;0;01.11.2023 10:12;;;;1;;0;;;;;;;;;;;;01.11.2023 10:12;01.11.2023 10:12;0
225;0;1;;01.11.2023 10:38;;;;;;;;;;;;;;;;;01.11.2023 10:38;01.11.2023 10:38;0
225;0;2;;;01.11.2023 23:03;;;;;;;;;;;;;;;;01.11.2023 23:03;01.11.2023 23:03;0
225;0;1;;02.11.2023 05:28;;;;;;;;;;;;;;;;;02.11.2023 05:27;02.11.2023 05:28;0
225;0;0;02.11.2023 18:32;;;;1;;0;;;;;;;;;;;;02.11.2023 18:32;02.11.2023 18:33;0
225;0;1;;02.11.2023 19:26;;;;;;;;;;;;;;;;;02.11.2023 19:26;02.11.2023 19:26;0
225;0;2;;;02.11.2023 22:42;;;;;;;;;;;;;;;;02.11.2023 22:42;02.11.2023 22:42;0
225;0;1;;03.11.2023 05:24;;;;;;;;;;;;;;;;;03.11.2023 05:24;03.11.2023 05:24;0
225;0;2;;;03.11.2023 22:46;;;;;;;;;;;;;;;;03.11.2023 22:46;03.11.2023 22:46;0
225;0;1;;04.11.2023 05:20;;;;;;;;;;;;;;;;;04.11.2023 05:20;04.11.2023 05:20;0
225;0;2;;;04.11.2023 22:27;;;;;;;;;;;;;;;;04.11.2023 22:27;04.11.2023 22:27;0
225;0;1;;05.11.2023 06:34;;;;;;;;;;;;;;;;;05.11.2023 06:34;05.11.2023 06:35;0
225;0;0;05.11.2023 07:33;;;;1;;0;;;;;;;;;;;;05.11.2023 07:33;05.11.2023 07:33;0
225;0;1;;05.11.2023 08:09;;;;;;;;;;;;;;;;;05.11.2023 08:09;05.11.2023 08:09;0
225;0;0;05.11.2023 08:20;;;;1;;0;;;;;;;;;;;;05.11.2023 08:20;05.11.2023 08:20;0
225;0;1;;05.11.2023 08:46;;;;;;2;;;;;;;;;;;05.11.2023 08:47;05.11.2023 08:47;0
