record_id;wearlog_type;wearlog_event;wearlog_off;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;startdate;enddate;wear_log_complete
205;0;1;;28.08.2023 15:42;;;;;;;;;;;;;;;;;28.08.2023 15:42;28.08.2023 15:42;0
205;0;1;;28.08.2023 15:42;;;;;;;;;;;;;;;;;28.08.2023 15:42;28.08.2023 15:42;0
205;0;2;;;28.08.2023 22:15;;;;;;;;;;;;;;;;28.08.2023 22:15;28.08.2023 22:16;0
205;0;1;;29.08.2023 09:36;;;;;;;;;;;;;;;;;29.08.2023 09:36;29.08.2023 09:37;0
205;0;2;;;29.08.2023 23:26;;;;;;;;;;;;;;;;29.08.2023 23:26;29.08.2023 23:26;0
205;0;1;;30.08.2023 09:22;;;;;;;;;;;;;;;;;30.08.2023 09:22;30.08.2023 09:23;0
205;0;2;;;30.08.2023 23:15;;;;;;;;;;;;;;;;30.08.2023 23:00;30.08.2023 23:00;0
205;0;1;;31.08.2023 09:46;;;;;;;;;;;;;;;;;31.08.2023 09:46;31.08.2023 09:46;0
205;0;2;;;31.08.2023 23:10;;;;;;;;;;;;;;;;31.08.2023 22:55;31.08.2023 22:56;0
205;0;1;;01.09.2023 09:44;;;;;;;;;;;;;;;;;01.09.2023 09:44;01.09.2023 09:44;0
205;0;2;;;01.09.2023 22:53;;;;;;;;;;;;;;;;01.09.2023 22:53;01.09.2023 22:53;0
205;1;;;;;;;;;1;1;;02.09.2023 09:20;;;;;;;;02.09.2023 11:29;02.09.2023 11:30;0
205;0;3;;;;Günzburg ;;;;;;;;;;;;;;;02.09.2023 13:07;02.09.2023 13:08;0
205;1;;;;;;;;;1;1;;02.09.2023 16:47;;;;;;;;02.09.2023 18:47;02.09.2023 18:48;0
205;1;;;;;;;;;1;1;;02.09.2023 17:10;;;;;;;;02.09.2023 18:48;02.09.2023 18:48;0
205;0;2;;;02.09.2023 21:55;;;;;;;;;;;;;;;;02.09.2023 21:55;02.09.2023 21:55;0
205;0;1;;03.09.2023 08:47;;;;;;;;;;;;;;;;;03.09.2023 08:47;03.09.2023 08:47;0
205;1;;;;;;;;;1;0;03.09.2023 08:40;03.09.2023 09:40;;;;;0;between clothes;0;03.09.2023 10:39;03.09.2023 10:40;0
205;0;4;;;;;;;;;;;;;;;;;;;03.09.2023 19:15;03.09.2023 19:15;0
205;0;2;;;03.09.2023 21:19;;;;;;;;;;;;;;;;03.09.2023 21:19;03.09.2023 21:20;0
205;0;1;;04.09.2023 07:28;;;;;;;;;;;;;;;;;04.09.2023 07:28;04.09.2023 07:28;0
205;0;0;04.09.2023 07:38;;;;1;;0;;;;;;;;;;;;04.09.2023 07:38;04.09.2023 07:38;0
205;0;1;;04.09.2023 08:10;;;;;;;;;;;;;;;;;04.09.2023 08:15;04.09.2023 08:15;0
