record_id;wearlog_type;wearlog_event;wearlog_off;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;startdate;enddate;wear_log_complete
216;;;;;;;;;;;;;;;;;;;;;;;
216;0;1;;02.10.2023 14:31;;;;;;;;;;;;;;;;;02.10.2023 14:31;02.10.2023 14:31;0
216;0;0;02.10.2023 16:58;;;;1;;1;;;;;;;;;;;;02.10.2023 16:58;02.10.2023 16:58;0
216;0;1;;02.10.2023 17:57;;;;;;;;;;;;;;;;;02.10.2023 17:57;02.10.2023 17:57;0
216;0;2;;;03.10.2023 03:02;;;;;;;;;;;;;;;;03.10.2023 03:02;03.10.2023 03:02;0
216;0;1;;03.10.2023 11:10;;;;;;;;;;;;;;;;;03.10.2023 11:10;03.10.2023 11:10;0
216;0;0;03.10.2023 18:48;;;;1;;1;;;;;;;;;;;;03.10.2023 18:47;03.10.2023 18:48;0
216;0;1;;03.10.2023 19:14;;;;;;;;;;;;;;;;;03.10.2023 19:14;03.10.2023 19:14;0
216;0;2;;;04.10.2023 03:01;;;;;;;;;;;;;;;;04.10.2023 03:01;04.10.2023 03:01;0
216;0;1;;04.10.2023 13:40;;;;;;;;;;;;;;;;;04.10.2023 10:59;04.10.2023 10:59;0
216;0;2;;;05.10.2023 02:24;;;;;;;;;;;;;;;;05.10.2023 02:24;05.10.2023 02:24;0
216;0;1;;05.10.2023 11:02;;;;;;;;;;;;;;;;;05.10.2023 11:02;05.10.2023 11:02;0
216;0;2;;;06.10.2023 02:37;;;;;;;;;;;;;;;;06.10.2023 02:37;06.10.2023 02:37;0
216;0;1;;06.10.2023 11:04;;;;;;;;;;;;;;;;;06.10.2023 11:04;06.10.2023 11:04;0
216;0;2;;;07.10.2023 00:51;;;;;;;;;;;;;;;;07.10.2023 00:51;07.10.2023 00:51;0
216;0;1;;07.10.2023 13:03;;;;;;;;;;;;;;;;;07.10.2023 11:02;07.10.2023 11:03;0
216;0;2;;;08.10.2023 04:02;;;;;;;;;;;;;;;;08.10.2023 04:02;08.10.2023 04:03;0
216;0;1;;08.10.2023 11:22;;;;;;;;;;;;;;;;;08.10.2023 11:22;08.10.2023 11:22;0
216;0;2;;;09.10.2023 02:58;;;;;;;;;;;;;;;;09.10.2023 02:58;09.10.2023 02:58;0
216;0;1;;09.10.2023 11:01;;;;;;;;;;;;;;;;;09.10.2023 11:01;09.10.2023 11:02;0
