record_id;wearlog_type;wearlog_event;wearlog_off;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;startdate;enddate;wear_log_complete
204;0;1;;14.08.2023 14:43;;;;;;;;;;;;;;;;;14.08.2023 14:43;14.08.2023 14:44;0
204;0;3;;;;Nürtingen, heading home to Stuttgart ;;;;;;;;;;;;;;;14.08.2023 21:30;14.08.2023 21:31;0
204;0;1;;15.08.2023 07:52;;;;;;;;;;;;;;;;;15.08.2023 07:52;15.08.2023 07:52;0
204;0;0;15.08.2023 08:20;;;;0;Drawer in the bath;0;;;;;;;;;;;;15.08.2023 08:20;15.08.2023 08:21;0
204;0;1;;15.08.2023 08:29;;;;;;;;;;;;;;;;;15.08.2023 08:29;15.08.2023 08:29;0
204;1;;;;;;;;;2;1;;;14.08.2023 23:50;;;;;;;15.08.2023 10:00;15.08.2023 10:01;0
204;0;2;;;15.08.2023 23:34;;;;;;;;;;;;;;;;15.08.2023 23:34;15.08.2023 23:34;0
204;0;1;;16.08.2023 07:57;;;;;;;;;;;;;;;;;16.08.2023 07:57;16.08.2023 07:58;0
204;0;0;16.08.2023 08:20;;;;0;On Bath drawer;0;;;;;;;;;;;;16.08.2023 08:20;16.08.2023 08:21;0
204;0;1;;16.08.2023 08:30;;;;;;;;;;;;;;;;;16.08.2023 08:30;16.08.2023 08:30;0
204;0;2;;;17.08.2023 01:02;;;;;;;;;;;;;;;;17.08.2023 01:02;17.08.2023 01:02;0
204;0;1;;17.08.2023 07:52;;;;;;;;;;;;;;;;;17.08.2023 07:52;17.08.2023 07:53;0
204;0;0;17.08.2023 08:23;;;;0;Bath drawer;0;;;;;;;;;;;;17.08.2023 08:23;17.08.2023 08:24;0
204;0;1;;17.08.2023 08:33;;;;;;;;;;;;;;;;;17.08.2023 08:33;17.08.2023 08:33;0
204;0;0;17.08.2023 16:06;;;;0;Bath drawer ;0;;;;;;;;;;;;17.08.2023 16:06;17.08.2023 16:06;0
204;0;1;;17.08.2023 16:15;;;;;;;;;;;;;;;;;17.08.2023 16:15;17.08.2023 16:15;0
204;0;0;17.08.2023 16:37;;;;1;;1;;;;;;;;;;;;17.08.2023 16:37;17.08.2023 16:38;0
204;0;1;;17.08.2023 18:17;;;;;;;;;;;;;;;;;17.08.2023 18:17;17.08.2023 18:17;0
204;0;2;;;17.08.2023 22:44;;;;;;;;;;;;;;;;17.08.2023 22:44;17.08.2023 22:44;0
204;0;1;;18.08.2023 07:57;;;;;;;;;;;;;;;;;18.08.2023 07:57;18.08.2023 07:57;0
204;0;0;18.08.2023 08:17;;;;0;on bath drawer ;0;;;;;;;;;;;;18.08.2023 08:17;18.08.2023 08:17;0
204;0;1;;18.08.2023 08:26;;;;;;;;;;;;;;;;;18.08.2023 08:26;18.08.2023 08:26;0
204;0;0;18.08.2023 15:32;;;;0;on bath drawer ;0;;;;;;;;;;;;18.08.2023 15:32;18.08.2023 15:32;0
204;0;1;;18.08.2023 15:38;;;;;;;;;;;;;;;;;18.08.2023 15:38;18.08.2023 15:39;0
204;0;0;18.08.2023 16:49;;;;1;;0;;;;;;;;;;;;18.08.2023 16:49;18.08.2023 16:49;0
204;0;1;;18.08.2023 22:05;;;;;;;;;;;;;;;;;18.08.2023 22:05;18.08.2023 22:05;0
204;0;2;;;19.08.2023 01:56;;;;;;;;;;;;;;;;19.08.2023 01:56;19.08.2023 01:56;0
204;0;1;;19.08.2023 08:38;;;;;;;;;;;;;;;;;19.08.2023 08:38;19.08.2023 08:38;0
204;0;0;19.08.2023 14:32;;;;0;on bath drawer ;0;;;;;;;;;;;;19.08.2023 14:32;19.08.2023 14:32;0
204;0;1;;19.08.2023 14:43;;;;;;;;;;;;;;;;;19.08.2023 14:43;19.08.2023 14:43;0
204;0;2;;;20.08.2023 00:24;;;;;;;;;;;;;;;;20.08.2023 00:24;20.08.2023 00:24;0
204;0;1;;20.08.2023 09:47;;;;;;;;;;;;;;;;;20.08.2023 09:47;20.08.2023 09:47;0
204;0;0;20.08.2023 18:36;;;;0;on bath drawer ;0;;;;;;;;;;;;20.08.2023 18:36;20.08.2023 18:36;0
204;0;1;;20.08.2023 18:42;;;;;;;;;;;;;;;;;20.08.2023 18:42;20.08.2023 18:42;0
204;0;2;;;21.08.2023 01:45;;;;;;;;;;;;;;;;21.08.2023 01:45;21.08.2023 01:45;0
204;0;1;;21.08.2023 08:59;;;;;;;;;;;;;;;;;21.08.2023 08:59;21.08.2023 09:00;0
204;1;;;;;;;;;4;;;;;;;21.08.2023 13:34;;;;21.08.2023 14:27;21.08.2023 14:27;0
