record_id;redcap_repeat_instrument;redcap_repeat_instance;mhla_confirm;mhlea_confidence;startdate;enddate
201;;;;;;
201;light_exposure_diary;1;1;4;14.08.2023 22:36;14.08.2023 22:37
201;light_exposure_diary;2;1;5;15.08.2023 23:16;15.08.2023 23:16
201;light_exposure_diary;3;1;5;16.08.2023 21:54;16.08.2023 21:54
201;light_exposure_diary;4;1;4;17.08.2023 22:57;17.08.2023 22:57
201;light_exposure_diary;5;1;4;19.08.2023 00:24;19.08.2023 00:25
201;light_exposure_diary;6;1;4;20.08.2023 01:10;20.08.2023 01:10
201;light_exposure_diary;7;1;4;20.08.2023 23:31;20.08.2023 23:31
