record_id;redcap_repeat_instrument;redcap_repeat_instance;mhla_confirm;mhlea_confidence;startdate;enddate
210;;;;;;
210;light_exposure_diary;1;1;4;"2023-09-04 22:45:51";"2023-09-04 22:45:58"
