record_id;wearlog_type;wearlog_event;wearlog_off;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;startdate;enddate;wear_log_complete
214;0;1;;25.09.2023 14:56;;;;;;;;;;;;;;;;;25.09.2023 14:56;25.09.2023 14:56;0
214;1;;;;;;;;;0;1;25.09.2023 22:45;;;;;;0;Before sleeping, on the table ;0;26.09.2023 08:45;26.09.2023 08:46;0
214;0;1;;26.09.2023 07:45;;;;;;;;;;;;;;;;;26.09.2023 08:46;26.09.2023 08:47;0
214;0;0;26.09.2023 16:00;;;;1;;0;;;;;;;;;;;;26.09.2023 16:00;26.09.2023 16:00;0
214;0;1;;26.09.2023 16:50;;;;;;;;;;;;;;;;;26.09.2023 16:51;26.09.2023 16:52;0
214;0;0;26.09.2023 23:15;;;;0;Table;0;;;;;;;;;;;;26.09.2023 23:14;26.09.2023 23:14;0
214;0;1;;27.09.2023 08:30;;;;;;;;;;;;;;;;;27.09.2023 08:40;27.09.2023 08:40;0
214;1;;;;;;;;;2;1;;;26.09.2023 23:15;;;;;;;27.09.2023 12:46;27.09.2023 12:47;0
214;0;2;;;27.09.2023 23:32;;;;;;;;;;;;;;;;27.09.2023 23:32;27.09.2023 23:32;0
214;0;1;;28.09.2023 08:00;;;;;;;;;;;;;;;;;28.09.2023 08:07;28.09.2023 08:08;0
214;1;;;;;;;;;2;1;;;29.09.2023 00:30;;;;;;;29.09.2023 07:00;29.09.2023 07:01;0
214;0;1;;29.09.2023 08:32;;;;;;;;;;;;;;;;;29.09.2023 08:33;29.09.2023 08:33;0
214;0;0;29.09.2023 15:10;;;;1;;0;;;;;;;;;;;;29.09.2023 15:09;29.09.2023 15:10;0
214;0;1;;29.09.2023 15:50;;;;;;;;;;;;;;;;;29.09.2023 15:53;29.09.2023 15:54;0
214;0;2;;;29.09.2023 23:00;;;;;;;;;;;;;;;;29.09.2023 23:00;29.09.2023 23:00;0
214;0;1;;30.09.2023 08:26;;;;;;;;;;;;;;;;;30.09.2023 08:20;30.09.2023 08:20;0
214;0;0;30.09.2023 10:15;;;;1;;0;;;;;;;;;;;;30.09.2023 10:15;30.09.2023 10:15;0
214;0;1;;30.09.2023 10:45;;;;;;;;;;;;;;;;;30.09.2023 10:42;30.09.2023 10:43;0
214;0;0;30.09.2023 12:05;;;;1;;0;;;;;;;;;;;;30.09.2023 12:06;30.09.2023 12:06;0
214;0;1;;30.09.2023 12:38;;;;;;;;;;;;;;;;;30.09.2023 12:38;30.09.2023 12:39;0
214;0;2;;;30.09.2023 23:05;;;;;;;;;;;;;;;;30.09.2023 23:04;30.09.2023 23:04;0
214;0;1;;01.10.2023 09:04;;;;;;;;;;;;;;;;;01.10.2023 09:20;01.10.2023 09:20;0
214;0;2;;;01.10.2023 23:50;;;;;;;;;;;;;;;;02.10.2023 00:03;02.10.2023 00:03;0
214;0;1;;02.10.2023 09:02;;;;;;;;;;;;;;;;;02.10.2023 09:02;02.10.2023 09:02;0
