record_id;wearlog_type;wearlog_event;wearlog_off;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;startdate;enddate;wear_log_complete
215;0;1;;02.10.2023 11:30;;;;;;;;;;;;;;;;;02.10.2023 11:30;02.10.2023 11:30;0
215;0;2;;;03.10.2023 00:08;;;;;;;;;;;;;;;;03.10.2023 00:08;03.10.2023 00:08;0
215;0;1;;03.10.2023 08:22;;;;;;;;;;;;;;;;;03.10.2023 08:20;03.10.2023 08:21;0
215;0;0;03.10.2023 17:16;;;;1;;0;;;;;;;;;;;;03.10.2023 17:16;03.10.2023 17:16;0
215;0;1;;03.10.2023 18:18;;;;;;;;;;;;;;;;;03.10.2023 18:18;03.10.2023 18:18;0
215;0;2;;;03.10.2023 23:07;;;;;;;;;;;;;;;;03.10.2023 23:07;03.10.2023 23:07;0
215;0;1;;03.10.2023 08:33;;;;;;;;;;;;;;;;;04.10.2023 08:33;04.10.2023 08:33;0
215;0;0;04.10.2023 13:07;;;;0;In a black bag on a table;0;;;;;;;;;;;;04.10.2023 13:07;04.10.2023 13:07;0
215;0;1;;04.10.2023 13:42;;;;;;;;;;;;;;;;;04.10.2023 13:42;04.10.2023 13:42;0
215;0;2;;;04.10.2023 23:00;;;;;;;;;;;;;;;;04.10.2023 23:01;04.10.2023 23:01;0
215;0;1;;05.10.2023 08:07;;;;;;;;;;;;;;;;;05.10.2023 08:05;05.10.2023 08:06;0
215;0;0;05.10.2023 14:17;;;;1;;0;;;;;;;;;;;;05.10.2023 14:17;05.10.2023 14:17;0
215;0;1;;05.10.2023 15:34;;;;;;;;;;;;;;;;;05.10.2023 15:33;05.10.2023 15:34;0
215;0;2;;;06.10.2023 00:04;;;;;;;;;;;;;;;;06.10.2023 00:04;06.10.2023 00:04;0
215;0;1;;06.10.2023 09:04;;;;;;;;;;;;;;;;;06.10.2023 09:04;06.10.2023 09:04;0
215;0;2;;;06.10.2023 22:46;;;;;;;;;;;;;;;;06.10.2023 22:46;06.10.2023 22:46;0
215;0;1;;07.10.2023 09:20;;;;;;;;;;;;;;;;;07.10.2023 09:20;07.10.2023 09:20;0
215;0;0;07.10.2023 10:55;;;;1;;0;;;;;;;;;;;;07.10.2023 10:55;07.10.2023 10:55;0
215;0;1;;07.10.2023 12:22;;;;;;;;;;;;;;;;;07.10.2023 12:21;07.10.2023 12:22;0
215;0;0;07.10.2023 20:55;;;;1;;0;;;;;;;;;;;;07.10.2023 20:55;07.10.2023 20:56;0
215;0;2;;;07.10.2023 01:15;;;;;;;;;;;;;;;;08.10.2023 01:19;08.10.2023 01:19;0
215;0;1;;08.10.2023 09:13;;;;;;;;;;;;;;;;;08.10.2023 09:13;08.10.2023 09:13;0
215;0;0;08.10.2023 15:00;;;;0;In a closet in a pocket;0;;;;;;;;;;;;08.10.2023 15:00;08.10.2023 15:01;0
215;0;2;;;08.10.2023 23:33;;;;;;;;;;;;;;;;08.10.2023 23:31;08.10.2023 23:32;0
215;1;;;;;;;;;1;1;;07.10.2023 16:50;;;;;;;;08.10.2023 23:32;08.10.2023 23:33;0
215;0;1;;09.10.2023 08:27;;;;;;;;;;;;;;;;;09.10.2023 08:28;09.10.2023 08:28;0
