record_id;wearlog_type;wearlog_event;wearlog_off;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;startdate;enddate;wear_log_complete
231;;;;;;;;;;;;;;;;;;;;;;;
231;0;1;;06.11.2023 17:12;;;;;;;;;;;;;;;;;06.11.2023 17:12;06.11.2023 17:12;0
231;0;0;06.11.2023 20:09;;;;1;;0;;;;;;;;;;;;06.11.2023 20:09;06.11.2023 20:09;0
231;0;1;;06.11.2023 20:31;;;;;;;;;;;;;;;;;06.11.2023 20:31;06.11.2023 20:31;0
231;0;2;;;07.11.2023 00:23;;;;;;;;;;;;;;;;07.11.2023 00:23;07.11.2023 00:23;0
231;0;1;;07.11.2023 08:08;;;;;;;;;;;;;;;;;07.11.2023 08:08;07.11.2023 08:08;0
231;0;2;;;07.11.2023 17:05;;;;;;;;;;;;;;;;07.11.2023 17:05;07.11.2023 17:05;0
231;1;;;;;;;;;1;1;;07.11.2023 17:25;;;;;;;;07.11.2023 17:36;07.11.2023 17:36;0
231;0;0;07.11.2023 18:51;;;;1;;0;;;;;;;;;;;;07.11.2023 18:51;07.11.2023 18:52;0
231;0;1;;07.11.2023 21:42;;;;;;;;;;;;;;;;;07.11.2023 21:42;07.11.2023 21:42;0
231;0;2;;;08.11.2023 00:22;;;;;;;;;;;;;;;;08.11.2023 00:22;08.11.2023 00:22;0
231;0;1;;08.11.2023 08:52;;;;;;;;;;;;;;;;;08.11.2023 08:52;08.11.2023 08:52;0
231;0;0;08.11.2023 18:55;;;;1;;0;;;;;;;;;;;;08.11.2023 18:56;08.11.2023 18:56;0
231;0;1;;08.11.2023 21:10;;;;;;;;;;;;;;;;;08.11.2023 21:11;08.11.2023 21:11;0
231;0;0;08.11.2023 23:01;;;;1;;0;;;;;;;;;;;;08.11.2023 23:01;08.11.2023 23:01;0
231;0;1;;08.11.2023 23:17;;;;;;;;;;;;;;;;;08.11.2023 23:17;08.11.2023 23:17;0
231;0;2;;;09.11.2023 00:35;;;;;;;;;;;;;;;;09.11.2023 00:36;09.11.2023 00:36;0
231;0;1;;09.11.2023 06:22;;;;;;;;;;;;;;;;;09.11.2023 06:22;09.11.2023 06:22;0
231;0;2;;;09.11.2023 08:55;;;;;;;;;;;;;;;;09.11.2023 08:55;09.11.2023 08:55;0
231;0;1;;09.11.2023 10:15;;;;;;;;;;;;;;;;;09.11.2023 10:15;09.11.2023 10:15;0
231;0;0;09.11.2023 18:58;;;;1;;1;;;;;;;;;;;;09.11.2023 18:58;09.11.2023 18:58;0
231;1;;;;;;;;;1;1;;09.11.2023 21:16;;;;;;;;09.11.2023 21:20;09.11.2023 21:20;0
231;0;2;;;10.11.2023 00:52;;;;;;;;;;;;;;;;10.11.2023 00:51;10.11.2023 00:52;0
231;0;1;;10.11.2023 08:50;;;;;;;;;;;;;;;;;;;
231;0;2;;;10.11.2023 18:03;;;;;;;;;;;;;;;;10.11.2023 18:03;10.11.2023 18:03;0
231;0;1;;10.11.2023 18:23;;;;;;;;;;;;;;;;;10.11.2023 18:22;10.11.2023 18:23;0
231;0;0;10.11.2023 22:22;;;;1;;0;;;;;;;;;;;;10.11.2023 22:22;10.11.2023 22:22;0
231;0;1;;10.11.2023 22:41;;;;;;;;;;;;;;;;;10.11.2023 22:42;10.11.2023 22:43;0
231;0;2;;;11.11.2023 00:54;;;;;;;;;;;;;;;;11.11.2023 00:54;11.11.2023 00:54;0
231;0;1;;11.11.2023 08:16;;;;;;;;;;;;;;;;;11.11.2023 08:15;11.11.2023 08:15;0
231;1;;;;;;;;;0;1;11.11.2023 10:00;;;;;;0;Inside pocket of my coat;0;11.11.2023 12:54;11.11.2023 12:55;0
231;1;;;;;;;;;1;1;;11.11.2023 12:40;;;;;;;;11.11.2023 12:55;11.11.2023 12:55;0
231;0;2;;;12.11.2023 00:56;;;;;;;;;;;;;;;;12.11.2023 00:56;12.11.2023 00:56;0
231;0;1;;12.11.2023 08:43;;;;;;;;;;;;;;;;;12.11.2023 08:43;12.11.2023 08:44;0
231;0;0;12.11.2023 16:20;;;;0;Backpack ;1;;;;;;;;;;;;12.11.2023 16:20;12.11.2023 16:20;0
231;0;1;;12.11.2023 16:48;;;;;;;;;;;;;;;;;12.11.2023 16:48;12.11.2023 16:48;0
231;0;0;12.11.2023 21:39;;;;0;Backpack;1;;;;;;;;;;;;12.11.2023 21:35;12.11.2023 21:40;0
231;0;1;;12.11.2023 22:34;;;;;;;;;;;;;;;;;12.11.2023 22:05;12.11.2023 22:06;0
231;0;2;;;13.11.2023 01:10;;;;;;;;;;;;;;;;13.11.2023 01:10;13.11.2023 01:10;0
231;0;1;;13.11.2023 08:15;;;;;;;;;;;;;;;;;13.11.2023 08:15;13.11.2023 08:15;0
231;0;0;13.11.2023 09:49;;;;1;;1;;;;;;;;;;;;13.11.2023 09:49;13.11.2023 09:50;0
